"id";"Company";"TypeName";"Inches";"resolution_height";"resolution_width";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"price"
382;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"AMD";"windows";"1.90";43317
383;"Dell";"2 in 1 Convertible";"17.3";1920;1080;1;"Intel";"Core i5";"1.60";12;"HDD";"1024";"0";"Nvidia";"windows";"2.77";53227
384;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.5";53227
385;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"AMD";"windows";"1.75";59462
386;"Lenovo";"Notebook";"15.6";1920;1080;0;"AMD";"A6-Series 9220";"2.50";4;"SSD";"128";"0";"AMD";"windows";"2.2";21259
387;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"windows";"3";55358
388;"HP";"Notebook";"15.6";1366;768;0;"AMD";"E-Series E2-9000e";"1.50";4;"HDD";"500";"0";"AMD";"N/A";"1.86";13746
389;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.9";74965
390;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"N/A";"2.4";46300
391;"Microsoft";"Ultrabook";"33.5";2256;1504;1;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.25";95851
392;"Acer";"Notebook";"15.6";1366;768;0;"AMD";"A9-Series 9420";"3.00";4;"HDD";"1024";"0";"AMD";"windows";"2.1";21046
393;"Dell";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.62";43636
394;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"N/A";"2.1";18595
395;"Lenovo";"Ultrabook";"14";2560;1440;0;"Intel";"Core i7";"2.70";16;"SSD";"1024";"0";"Intel";"windows";"1.13";139860
396;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"AMD";"linux";"2.2";36089
397;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"N/A";"2.2";29251
398;"Lenovo";"2 in 1 Convertible";"14";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.74";47899
399;"HP";"Notebook";"17.3";1600;900;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"Intel";"windows";"2.5";34094
400;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";"windows";"2.2";16304
401;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"3";84768
402;"Toshiba";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.2";72621
403;"Toshiba";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"windows";"2.1";32075
404;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.9";81465
405;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"1.60";12;"HDD";"1024";"0";"Nvidia";"windows";"2.2";36976
406;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.90";8;"SSD";"256";"0";"Nvidia";"windows";"2.67";111355
407;"Dell";"Notebook";"13.3";1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"windows";"1.65";36710
408;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"Intel";"windows";"2.1";42304
409;"Huawei";"Ultrabook";"13";2160;1440;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"windows";"1.05";79867
410;"Dell";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"4.42";130874
411;"HP";"Notebook";"17.3";1600;900;0;"Intel";"Core i3";"2.00";8;"HDD";"1024";"0";"Intel";"windows";"2.65";28992
412;"Asus";"Notebook";"15.6";1366;768;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"500";"0";"Intel";"windows";"2";16197
413;"Fujitsu";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"2.2";42571
414;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"windows";"2.7";71875
415;"Lenovo";"Notebook";"25.6";1920;1080;0;"Intel";"Core i5";"1.60";8;"Hybrid";"256";"1024";"AMD";"windows";"2.1";60979
416;"HP";"2 in 1 Convertible";"13.3";3840;2160;1;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";"windows";"1.29";106507
417;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";"linux";"2.33";41498
418;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"linux";"2.5";46833
419;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";"windows";"2.65";71875
420;"HP";"Notebook";"17.3";1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";"windows";"2.63";68198
421;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Nvidia";"windows";"2.23";28984
422;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";"windows";"2.2";44329
423;"HP";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Nvidia";"windows";"1.83";37243
424;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"windows";"1.88";49657
425;"Acer";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"SSD";"128";"0";"Intel";"windows";"1.4";23177
426;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.8";119827
427;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.96";31914
428;"Asus";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"500";"0";"Intel";"linux";"2";11935
429;"Asus";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"windows";"1.10";99793
431;"Dell";"Notebook";"15.6";1920;1080;1;"Intel";"Core i7";"2.70";16;"HDD";"1024";"0";"AMD";"windows";"2.3";45768
432;"Dell";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";"windows";"1.4";49651
433;"HP";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.43";79920
434;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"windows";"2";40972
435;"HP";"Ultrabook";"15.6";1920;1080;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"256";"0";"AMD";"windows";"1.91";26587
436;"Asus";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";"windows";"2.2";77203
437;"Asus";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";24;"SSD";"512";"0";"Nvidia";"windows";"2.24";158135
438;"Mediacom";"Notebook";"14";1920;1080;0;"Intel";"Atom x5-Z8350";"1.44";2;"Flash Storge";"32";"0";"Intel";"windows";"1.4";12734
439;"HP";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"1.91";35112
440;"Asus";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"256";"500";"Nvidia";"windows";"2.69";47472
441;"Mediacom";"Notebook";"13.3";1920;1080;0;"Intel";"Atom x5-Z8350";"1.44";4;"Flash Storge";"32";"0";"Intel";"windows";"1.35";13586
442;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"windows";"2.3";22305
443;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"windows";"2.04";47366
444;"Lenovo";"Notebook";"17.3";1600;900;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"N/A";"2.8";31382
445;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"windows";"2.14";28769
446;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"AMD";"windows";"1.9";67612
447;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"windows";"2.37";39907
448;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"128";"0";"Intel";"N/A";"2.2";24935
449;"Asus";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.40";4;"HDD";"1024";"0";"Intel";"windows";"2.37";21258
450;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Nvidia";"windows";"1.63";54932
451;"Dell";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"1.21";87859
452;"Lenovo";"Notebook";"17.3";1600;900;0;"Intel";"Core i7";"2.70";6;"Hybrid";"128";"1024";"Nvidia";"windows";"2.8";50563
453;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"3";80133
454;"Dell";"Ultrabook";"14";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.6";61219
455;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"500";"0";"AMD";"windows";"1.9";61485
456;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"256";"1024";"Nvidia";"windows";"3.2";74539
457;"Lenovo";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";"windows";"1.75";64755
458;"HP";"Notebook";"15.6";1366;768;0;"AMD";"E-Series 9000e";"1.50";4;"HDD";"500";"0";"AMD";"windows";"2.1";17582
459;"Asus";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i5";"2.50";6;"HDD";"1024";"0";"Intel";"windows";"1.5";34046
460;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";"windows";"2.1";65511
461;"HP";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.32";74539
462;"Dell";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i7";"1.80";16;"SSD";"512";"0";"Intel";"windows";"1.62";68145
463;"Dell";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"windows";"1.64";68184
464;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"windows";"1.63";36710
465;"Dell";"Notebook";"17.3";1920;1080;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"AMD";"linux";"2.8";47366
466;"Asus";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.10";2;"Flash Storge";"32";"0";"Intel";"windows";"1.1";13054
467;"Chuwi";"Notebook";"15.6";1920;1080;0;"Intel";"Atom x5-Z8350";"1.44";4;"Flash Storge";"64";"0";"Intel";"windows";"1.89";13261
468;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"3.2";79867
469;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.9";49977
470;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";16;"Hybrid";"256";"2048";"AMD";"windows";"2.2";60473
471;"Dell";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.6";45768
472;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"AMD";"N/A";"1.5";42571
473;"HP";"2 in 1 Convertible";"13.3";1366;768;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.58";44574
474;"Lenovo";"Notebook";"24";1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"windows";"2.02";71395
475;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.60";8;"Hybrid";"128";"1024";"Nvidia";"windows";"3.31";63723
476;"HP";"Notebook";"15.6";1920;1080;0;"AMD";"A10-Series A10-9620P";"2.50";6;"SSD";"128";"0";"AMD";"windows";"1.91";30311
477;"Acer";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"windows";"1.6";36710
478;"Dell";"Workstation";"15.6";3840;2160;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"windows";"1.78";144495
479;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"windows";"2.3";30103
481;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";4;"HDD";"1024";"0";"Nvidia";"windows";"2.2";42571
482;"HP";"Notebook";"15.6";1366;768;1;"Intel";"Core i5";"1.60";4;"HDD";"1024";"0";"Intel";"windows";"2.04";27784
483;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"AMD";"linux";"2.36";47899
484;"Google";"Ultrabook";"12.3";2400;1600;1;"Intel";"Core i5";"1.20";8;"SSD";"128";"0";"Intel";"others";"1.1";67932
485;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";8;"HDD";"2048";"0";"Nvidia";"N/A";"2.2";24456
486;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";"windows";"2.18";32922
487;"Lenovo";"Ultrabook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.32";79867
488;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"AMD";"windows";"2.3";31169
489;"Asus";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"11.1";101232
490;"Dell";"Gaming";"17.3";3840;2160;0;"Intel";"Core i7";"2.80";32;"Hybrid";"512";"1024";"Nvidia";"windows";"4.42";167692
491;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.80";8;"SSD";"256";"0";"Intel";"windows";"1.9";73367
492;"Lenovo";"2 in 1 Convertible";"15.6";3840;2160;1;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"windows";"2";101179
493;"Dell";"Gaming";"17.3";3840;2160;0;"Intel";"Core i7";"2.80";32;"Hybrid";"1024";"1024";"Nvidia";"windows";"4.36";194973
494;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"linux";"2.1";20779
495;"Acer";"2 in 1 Convertible";"11.6";1920;1080;1;"Intel";"Celeron Dual";"2.00";4;"Flash Storge";"32";"0";"Intel";"windows";"1.25";18595
496;"HP";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.60";8;"SSD";"256";"0";"Nvidia";"windows";"2.59";83170
497;"Dell";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.40";8;"SSD";"256";"0";"Intel";"windows";"1.56";65481
498;"Dell";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";"windows";"4.42";160520
499;"Dell";"Ultrabook";"13.3";1920;1080;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.42";98134
500;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.75";55891
501;"Dell";"Gaming";"15.6";3840;2160;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"4.42";152860
502;"Asus";"Notebook";"15.6";1920;1080;0;"AMD";"A10-Series A10-9620P";"2.50";4;"Hybrid";"128";"1024";"AMD";"windows";"2.2";30636
503;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.62";78801
504;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.7";71847
505;"Toshiba";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"500";"0";"Intel";"windows";"2.0";45821
506;"Chuwi";"Notebook";"12.3";2736;1824;0;"Intel";"Celeron Quad";"1.10";6;"Flash Storge";"64";"0";"Intel";"windows";"1.4";23923
507;"Asus";"Notebook";"15.6";3840;2160;0;"Intel";"Core i7";"2.70";8;"Hybrid";"256";"1024";"Nvidia";"windows";"2";69211
508;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.70";4;"SSD";"128";"0";"Intel";"windows";"2.05";33566
509;"Asus";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storge";"64";"0";"Intel";"windows";"1.2";18115
510;"Mediacom";"Notebook";"13.3";1920;1080;0;"Intel";"Celeron Quad";"1.10";4;"SSD";"32";"0";"Intel";"windows";"1.2";19660
511;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";4;"SSD";"256";"0";"Intel";"windows";"1.8";44169
512;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";"windows";"2.1";31915
513;"Asus";"Gaming";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.3";87859
514;"HP";"Ultrabook";"13.3";3200;1800;1;"Intel";"Core M";"1.20";16;"SSD";"512";"0";"Intel";"windows";"1.16";104695
515;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"AMD";"windows";"1.91";32980
516;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"windows";"1.93";72940
517;"Asus";"Notebook";"15.6";3840;2160;0;"Intel";"Core i7";"2.60";12;"Hybrid";"128";"1024";"Intel";"windows";"2.06";69211
518;"Lenovo";"2 in 1 Convertible";"13.9";1920;1080;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.4";85195
519;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"AMD";"windows";"2.2";42486
520;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Nvidia";"windows";"2.2";30849
521;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.5";55837
522;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Pentium Quad";"1.60";4;"SSD";"256";"0";"Intel";"windows";"1.86";21258
523;"Dell";"Ultrabook";"12.5";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Intel";"windows";"1.18";99048
524;"Lenovo";"Notebook";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"windows";"3.4";159787
525;"HP";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";12;"HDD";"1024";"0";"Nvidia";"windows";"2.62";95851
526;"Lenovo";"Notebook";"14";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"500";"0";"Intel";"windows";"2.1";15931
527;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.90";8;"SSD";"256";"0";"Intel";"windows";"2.31";76031
528;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";"windows";"1.87";45768
529;"Google";"Ultrabook";"12.3";2400;1600;1;"Intel";"Core i5";"1.20";8;"SSD";"256";"0";"Intel";"others";"1.1";83064
530;"Asus";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.10";8;"HDD";"1024";"0";"Intel";"windows";"2";21259
531;"Dell";"Ultrabook";"13.3";3200;1800;1;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"1.2";74539
532;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.5";44702
533;"Asus";"Ultrabook";"13.3";3200;1800;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.2";60153
534;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"windows";"1.99";48305
535;"Dell";"Notebook";"13.3";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"windows";"1.65";45235
536;"Acer";"Notebook";"13.3";1366;768;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";"windows";"1.6";34898
537;"Dell";"Ultrabook";"13.3";3840;2160;1;"Intel";"Core i5";"1.60";8;"SSD";"128";"0";"Intel";"windows";"1.21";85195
538;"Dell";"Notebook";"14";1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"windows";"1.6";39207
539;"Dell";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Nvidia";"windows";"2.17";124569
540;"Lenovo";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"SSD";"16";"0";"Intel";"others";"1.25";14119
541;"Dell";"Ultrabook";"13.3";3200;1800;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"windows";"1.23";99580
542;"HP";"Ultrabook";"13.3";3200;1800;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.34";61006
543;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Intel";"N/A";"1.9";26102
544;"Asus";"Notebook";"17.3";1366;768;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"1024";"0";"Nvidia";"windows";"2.8";25060
545;"Dell";"Notebook";"14";1366;768;0;"Intel";"Core i3";"2.30";8;"SSD";"128";"0";"Intel";"windows";"1.79";39427
546;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";6;"HDD";"1024";"0";"Intel";"windows";"2.4";30050
548;"Lenovo";"Notebook";"13.3";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.44";50563
549;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"500";"0";"Intel";"windows";"2.2";22324
550;"Dell";"Gaming";"15.6";3840;2160;1;"Intel";"Core i7";"2.60";16;"Hybrid";"128";"1024";"Nvidia";"windows";"2.72";58555
551;"Dell";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i3";"2.40";4;"HDD";"1024";"0";"Intel";"windows";"1.71";34579
552;"Acer";"Gaming";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"linux";"2.4";42517
553;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"Hybrid";"256";"1024";"Intel";"windows";"2";65215
554;"Toshiba";"Ultrabook";"14";1920;1080;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"1.24";99367
555;"Asus";"Notebook";"15.6";1366;768;0;"AMD";"E-Series 7110";"1.80";4;"HDD";"500";"0";"AMD";"windows";"2";18595
556;"Samsung";"Ultrabook";"13.3";1920;1080;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.31";85195
557;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"windows";"2.2";28505
558;"Lenovo";"2 in 1 Convertible";"15.6";1920;1080;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Intel";"windows";"2";69211
559;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";4;"HDD";"1024";"0";"Nvidia";"windows";"2.2";32661
560;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"AMD";"linux";"2.32";31410
561;"Toshiba";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";"windows";"1.2";93080
562;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"1024";"0";"Intel";"linux";"2.1";15877
563;"Lenovo";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.70";32;"Hybrid";"256";"1024";"Nvidia";"windows";"4.6";141885
564;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";16;"N/A";"";"0";"AMD";"windows";"2.3";62938
565;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";6;"HDD";"1024";"0";"AMD";"windows";"2.04";28718
566;"HP";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"windows";"1.34";70489
567;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"windows";"2.1";37589
568;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.60";4;"HDD";"500";"0";"Intel";"windows";"1.93";51096
569;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"windows";"2.06";101179
570;"Samsung";"2 in 1 Convertible";"15";1920;1080;1;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"AMD";"windows";"1.71";95851
